"代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
="1313","聯成","市","04/10","","13.75","+0.25","+1.85","2,115","29.2","13.5","13.7","13.9","13.65","1.85","","0.61","    ","    ","    ","    ","    "
="1314","中石化","市","04/10","","9.89","+0.07","+0.71","21,764","216","9.82","9.9","9.97","9.84","1.32","","0.48","    ","    ","    ","    ","    "
="1315","達新","市","04/10","","73.7","+0.2","+0.27","99","7.31","73.5","73.5","73.9","73.5","0.54","20.1","0.66","    ","    ","    ","    ","    "
="1316","上曜","市","04/10","","19.95","-0.05","-0.25","9,251","185","20","20.5","20.5","19.65","4.25","","1.71","    ","    ","    ","    ","    "
="1319","東陽","市","04/10","","123","+0.5","+0.41","2,179","268","122.5","123.5","124","121","2.45","24.1","2.86","    ","    ","    ","    ","    "
="1321","大洋","市","04/10","","36.35","+1.35","+3.86","341","12.3","35","35","36.35","34.95","4","41.3","1.29","    ","    ","    ","    ","    "
="1323","永裕","市","04/10","","31.1","+0.1","+0.32","35","1.1","31","31","31.2","31","0.65","33.8","1.17","    ","    ","    ","    ","    "
="1324","地球","市","04/10","","15.1","-0.2","-1.31","127","1.93","15.3","15.3","15.4","15.05","2.29","28.5","1.17","    ","    ","    ","    ","    "
="1325","恆大","市","04/10","","29.55","+0.3","+1.03","293","8.65","29.25","29.3","29.75","29.3","1.54","141","0.91","    ","    ","    ","    ","    "
="1326","台化","市","04/10","","56.1","+0.2","+0.36","3,513","197","55.9","56","56.5","56","0.89","38.4","0.97","    ","    ","    ","    ","    "
="1337","再生-KY","市","04/10","","7.28","+0.11","+1.53","459","3.33","7.17","7.18","7.38","7.18","2.79","","0.44","    ","    ","    ","    ","    "
="1338","廣華-KY","市","04/10","","35.15","-0.5","-1.4","225","7.94","35.65","35.65","35.65","34.95","1.96","","0.48","    ","    ","    ","    ","    "
="1339","昭輝","市","04/10","","69.9","-1.3","-1.83","229","16.1","71.2","71.7","71.7","69.9","2.53","11.9","1.31","    ","    ","    ","    ","    "
="1340","勝悅-KY","市","04/10","","9.99","-0.01","-0.1","65","0.65","10","10","10","9.98","0.2","","0.41","    ","    ","    ","    ","    "
="1341","富林-KY","市","04/10","","63.4","+0.2","+0.32","43","2.73","63.2","63.4","63.4","63.1","0.47","14.2","2.51","    ","    ","    ","    ","    "
="1342","八貫","市","04/10","","131","-1.5","-1.13","457","60.2","132.5","133.5","134","130.5","2.64","17.4","4.17","    ","    ","    ","    ","    "
="1402","遠東新","市","04/10","","32.7","-0.2","-0.61","3,385","111","32.9","32.7","33","32.6","1.22","19.9","0.78","    ","    ","    ","    ","    "
="1409","新纖","市","04/10","","16.15","+0.2","+1.25","3,162","51","15.95","16.05","16.25","16","1.57","34.4","0.72","    ","    ","    ","    ","    "
="1410","南染","市","04/10","","35.6","0","0","66","2.35","35.6","35.65","35.8","35.5","0.84","148","2.09","    ","    ","    ","    ","    "
="1413","宏洲","市","04/10","","9.28","+0.23","+2.54","318","2.94","9.05","9.05","9.44","9","4.86","","1.12","    ","    ","    ","    ","    "
="1414","東和","市","04/10","","18.65","-0.2","-1.06","332","6.19","18.85","18.95","18.95","18.5","2.39","124","1.31","    ","    ","    ","    ","    "
="1416","廣豐","市","04/10","","12.45","0","0","1,469","18.2","12.45","12.5","12.55","12.25","2.41","24.4","0.66","    ","    ","    ","    ","    "
="1417","嘉裕","市","04/10","","11.4","-0.1","-0.87","470","5.35","11.5","11.4","11.45","11.35","0.87","","0.84","    ","    ","    ","    ","    "
="1418","東華","市","04/10","","33.95","-0.05","-0.15","105","3.54","34","33.65","34.15","33.25","2.65","45.9","1.45","    ","    ","    ","    ","    "
="1419","新紡","市","04/10","","47.4","+0.6","+1.28","62","2.96","46.8","46.8","47.7","46.8","1.92","21.8","1.08","    ","    ","    ","    ","    "
="1423","利華","市","04/10","","31.1","+0.05","+0.16","47","1.47","31.05","31.1","31.2","31","0.64","54.6","1.08","    ","    ","    ","    ","    "
="1432","大魯閣","市","04/10","","18.2","-0.1","-0.55","302","5.51","18.3","18.3","18.4","18.15","1.37","27.2","2.1","    ","    ","    ","    ","    "
="1434","福懋","市","04/10","","22.75","+0.05","+0.22","1,423","32.4","22.7","22.7","22.85","22.6","1.1","87.5","0.7","    ","    ","    ","    ","    "
="1435","中福","市","04/10","","49","0","0","1","0.04","49","49","49","49","0","","5.09","    ","    ","    ","    ","    "
="1436","華友聯","市","04/10","","110","+1.5","+1.38","122","13.4","108.5","108.5","110.5","108.5","1.84","11.4","2.87","    ","    ","    ","    ","    "
="1437","勤益控","市","04/10","","32.85","-0.4","-1.2","194","6.39","33.25","33.4","33.4","32.85","1.65","11.6","0.87","    ","    ","    ","    ","    "
="1438","三地開發","市","04/10","","51.2","+1.55","+3.12","386","19.7","49.65","49.7","52","49.6","4.83","","2.51","    ","    ","    ","    ","    "
="1439","雋揚","市","04/10","","26.95","+0.05","+0.19","68","1.84","26.9","27","27.15","26.85","1.12","13.5","0.97","    ","    ","    ","    ","    "
="1440","南紡","市","04/10","","16.1","-0.1","-0.62","2,087","33.7","16.2","16.15","16.3","16.05","1.54","12.7","0.91","    ","    ","    ","    ","    "
="1441","大東","市","04/10","","13.45","+0.1","+0.75","30","0.4","13.35","13.6","13.6","13.4","1.5","","2.58","    ","    ","    ","    ","    "
="1442","名軒","市","04/10","","46.1","+1.05","+2.33","1,754","80.8","45.05","46.45","46.45","45.5","2.11","9.79","2.35","    ","    ","    ","    ","    "
="1443","立益物流","市","04/10","","29","+0.05","+0.17","17","0.48","28.95","28.95","29.15","28.95","0.69","22.5","1.99","    ","    ","    ","    ","    "
="1444","力麗","市","04/10","","9.27","+0.03","+0.32","1,398","13","9.24","9.24","9.32","9.24","0.87","","0.86","    ","    ","    ","    ","    "
="1445","大宇","市","04/10","","22.25","+0.1","+0.45","820","18.3","22.15","22.35","22.35","22.1","1.13","2.88","1.08","    ","    ","    ","    ","    "
="1446","宏和","市","04/10","","34.85","-0.1","-0.29","135","4.74","34.95","34.95","35.45","34.75","2","43.6","3.15","    ","    ","    ","    ","    "
="1447","力鵬","市","04/10","","8.05","+0.02","+0.25","633","5.09","8.03","8.03","8.08","8.02","0.75","","0.75","    ","    ","    ","    ","    "
="1449","佳和","市","04/10","","19.2","-0.25","-1.29","321","6.18","19.45","19.45","19.45","19.15","1.54","31.5","0.99","    ","    ","    ","    ","    "
="1451","年興","市","04/10","","19.6","+0.2","+1.03","303","5.94","19.4","19.45","19.75","19.45","1.55","","0.59","    ","    ","    ","    ","    "
="1452","宏益","市","04/10","","16.95","+0.1","+0.59","139","2.36","16.85","16.85","16.95","16.8","0.89","43.5","0.82","    ","    ","    ","    ","    "
="1453","大將","市","04/10","","19.25","+1.75","+10","911","17.5","17.5","19.25","19.25","19.25","0","33.8","1.43","    ","    ","    ","    ","    "
="1454","台富","市","04/10","","16.05","-0.3","-1.83","31","0.5","16.35","16.4","16.4","16","2.45","100","1.23","    ","    ","    ","    ","    "
="1455","集盛","市","04/10","","14.25","-0.35","-2.4","3,614","51.9","14.6","14.5","14.6","14.2","2.74","","1.2","    ","    ","    ","    ","    "
="1456","怡華","市","04/10","","20.3","-0.7","-3.33","495","10.1","21","21.1","21.15","19.7","6.9","406","1.24","    ","    ","    ","    ","    "
="1457","宜進","市","04/10","","20.5","+0.5","+2.5","686","14","20","20.25","20.55","20.15","2","8.04","0.83","    ","    ","    ","    ","    "
="1459","聯發","市","04/10","","9.93","-0.05","-0.5","140","1.4","9.98","9.98","10.1","9.93","1.7","142","1.13","    ","    ","    ","    ","    "
="1460","宏遠","市","04/10","","8.14","-0.21","-2.51","1,599","13.1","8.35","8.35","8.35","8.08","3.23","","0.94","    ","    ","    ","    ","    "
="1463","強盛","市","04/10","","18.65","-0.25","-1.32","153","2.86","18.9","18.9","18.9","18.6","1.59","28.7","1.35","    ","    ","    ","    ","    "
="1464","得力","市","04/10","","13.2","0","0","537","7.1","13.2","13.2","13.3","13.15","1.14","102","1.07","    ","    ","    ","    ","    "
="1465","偉全","市","04/10","","15.05","-0.25","-1.63","202","3.04","15.3","15.2","15.25","15","1.63","26.9","0.94","    ","    ","    ","    ","    "
="1466","聚隆","市","04/10","","12.9","+0.1","+0.78","106","1.36","12.8","12.8","12.95","12.8","1.17","","0.99","    ","    ","    ","    ","    "
="1467","南緯","市","04/10","","11.65","0","0","5,944","70.1","11.65","11.65","11.95","11.6","3","","0.98","    ","    ","    ","    ","    "
